INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2022-08-22T15:25:00-00:00,2022-08-22T15:30:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.92907,6,1
2022-08-22T15:30:00-00:00,2022-08-22T15:35:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.82677,7,1
2022-08-22T15:35:00-00:00,2022-08-22T15:40:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.18395,8,1
2022-08-22T15:40:00-00:00,2022-08-22T15:45:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.26824,9,1
2022-08-22T15:45:00-00:00,2022-08-22T15:50:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.81633,10,1
2022-08-22T15:50:00-00:00,2022-08-22T15:55:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.81633,11,1
2022-08-22T15:55:00-00:00,2022-08-22T16:00:00-00:00,2022-08-22,09,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.95975,12,1
2022-08-22T16:00:00-00:00,2022-08-22T16:05:00-00:00,2022-08-22,10,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.6011,1,1
2022-08-22T16:05:00-00:00,2022-08-22T16:10:00-00:00,2022-08-22,10,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-0.73843,2,1
2022-08-22T16:10:00-00:00,2022-08-22T16:15:00-00:00,2022-08-22,10,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.0782,3,1
2022-08-22T16:15:00-00:00,2022-08-22T16:20:00-00:00,2022-08-22,10,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,-1.28376,4,1
